"idnum","p4b23","k5e2a","f1h2","f1e3","m1e4b","f1g7","m1a13","m1g2","m1g3","m1g4","f1f2","m1f5","f1c2f","m1a7","m1b18","m2g6c","f2k6","m2k14","m2d3a","m2g4c","m2g13","f2h8a2","f2h10","m2h8e","m2h8b","m2h19b","m2h19i","m2j16","f2h19","m4d3","m4i7b","p4b15","p4l3","p4l5","p4l11","p4l19","p4l22","p4l28","p4l32","p4l43","m4h1g","m4i0g","m4h4","m4i0p","f4i8a1","f4j24a","p4a22","f4a2","f4i0n1","p4b9","p4b21_1","p4c8","p4h1"
"0120",11,"0","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","4","3","2","2","1","2","2","2","2","2","1","2","1","2","0","2","1","0","0","0","1","2","1","1","2","2","2","0","1","3","1","0","4","2"
"0121",9,"1","1","1","1","1","1","5","5","4","1","2","1","2","1","1","1","2","1","3","1","2","2","2","2","2","2","2","2","1","2","1","1","0","2","0","0","0","0","0","1","1","1","1","2","1","0","1","2","0","0","4","0"
"0122",7,"1","1","2","1","1","1","4","4","4","2","2","2","1","1","1","2","2","2","3","2","1","2","1","2","2","1","2","1","2","2","1","1","0","2","0","1","0","1","1","1","2","1","2","2","2","1","1","2","0","0","4","1"
"0123",8,"4","1","3","1","2","1","5","5","4","101","3","1","2","1","1","1","2","1","2","1","1","2","1","1","2","2","2","2","1","2","1","2","0","2","0","0","0","1","0","1","1","1","1","2","2","0","4","3","0","0","4","3"
"0124",10,"1","1","3","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","1","2","1","1","2","1","2","0","1","0","0","0","0","0","1","2","1","2","2","2","1","4","3","1","0","4","2"
"0125",10,"0","1","1","1","1","1","4","5","4","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","0","2","1","0","0","0","2","1","1","1","1","2","2","0","1","2","1","1","4","0"
"0126",9,"2","1","3","1","2","1","5","5","3","2","2","1","1","1","1","2","2","1","5","1","2","2","1","2","2","1","2","1","1","2","1","1","0","0","0","1","0","1","1","1","2","2","2","1","1","1","1","3","0","1","3","0"
"0127",11,"4","2","3","2","1","1","5","5","4","2","3","1","1","1","2","2","2","1","1","4","1","2","1","2","2","2","2","2","1","2","1","1","1","0","0","1","0","2","0","2","2","2","1","2","2","0","1","4","0","1","2","0"
"0128",8,"0","1","2","1","2","1","5","5","2","1","2","1","2","1","1","2","2","1","3","1","2","2","1","2","2","2","2","1","1","2","1","2","1","2","0","0","1","0","2","2","2","1","2","2","2","1","1","2","1","1","4","0"
"0129",9,"4","1","1","1","1","1","4","5","4","2","2","1","1","1","2","2","2","1","6","3","2","2","1","2","2","2","2","2","1","2","1","2","0","0","0","0","0","0","0","2","1","1","2","2","2","0","1","2","0","0","4","2"
"0130",7,"1","1","4","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","6","1","2","2","1","2","2","2","2","2","1","2","1","2","1","2","0","1","0","0","0","1","2","1","2","2","2","1","1","2","1","1","4","0"
"0131",8,"1","1","2","1","1","1","5","5","3","2","2","1","1","1","1","2","2","1","4","1","2","2","2","2","2","1","2","1","1","2","1","2","0","1","0","0","1","1","0","1","2","2","2","2","2","1","2","1","0","0","4","2"
"0132",9,"0","1","4","1","1","1","5","5","4","2","1","1","1","1","1","2","1","1","201","1","2","2","2","2","2","2","2","1","1","1","0","1","0","0","0","0","0","0","0","1","2","1","1","2","2","1","3","3","1","0","4","0"
"0133",9,"0","2","3","1","2","1","5","5","4","1","2","1","2","2","1","2","2","2","6","1","2","2","1","2","2","2","2","1","1","2","1","0","0","1","1","1","0","1","1","1","1","1","2","2","2","0","1","3","1","0","3","2"
"0134",7,"0","1","3","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","203","5","2","2","2","2","2","2","2","1","1","2","0","2","1","1","1","2","0","1","1","2","1","1","2","2","2","0","1","2","1","1","4","0"
"0135",7,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","3","1","0","3","0"
"0136",10,"0","1","1","1","2","1","5","5","4","101","2","1","2","1","1","1","2","1","4","2","2","2","2","2","2","2","2","1","1","2","1","2","0","1","0","0","0","0","0","1","2","2","2","2","2","0","1","2","1","1","4","0"
"0137",11,"0","2","1","1","1","1","5","5","4","1","1","1","1","2","1","2","2","1","2","2","2","2","2","1","2","2","1","2","1","2","1","1","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","1","1","0","4","0"
"0138",11,"0","1","1","1","2","1","5","5","3","1","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","2","0","1","0","0","0","2","1","2","1","1","2","2","1","4","1","1","0","4","0"
"0139",8,"0","1","3","2","1","1","5","5","4","2","4","1","1","1","1","2","2","2","1","2","1","2","1","1","2","2","2","2","1","2","1","1","0","1","0","0","0","1","1","2","2","1","1","2","2","1","1","3","1","0","4","1"
"0140",11,"0","1","2","2","1","1","5","5","3","2","2","1","1","1","2","2","2","1","3","1","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","0","0","1","0","1","2","1","2","2","2","1","4","2","0","1","4","2"
"0141",11,"4","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","202","1","2","2","2","1","2","2","2","2","1","2","1","2","0","2","0","0","0","2","1","1","1","1","1","2","2","0","1","1","1","1","4","3"
"0142",7,"4","2","2","1","1","1","5","5","4","1","2","2","2","1","2","2","2","2","6","5","2","2","1","2","2","2","2","1","2","2","1","2","0","2","0","0","0","0","0","4","1","2","2","2","2","0","2","2","1","1","4","0"
"0143",8,"3","1","2","1","1","2","4","3","3","2","3","1","1","1","1","2","2","1","202","3","2","2","1","2","2","1","1","2","1","2","0","2","1","1","1","1","2","1","1","4","1","2","2","2","1","1","3","2","0","0","4","2"
"0144",10,"4","1","1","1","2","1","5","4","4","1","2","1","1","1","1","2","2","1","6","1","2","2","1","1","2","1","2","2","1","2","0","1","0","2","0","0","0","0","0","1","1","2","2","2","2","1","1","1","0","0","4","3"
"0145",11,"1","1","1","1","1","1","5","5","4","1","1","1","1","1","1","1","2","1","4","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","2","1","1","1","2","2","0","1","1","1","0","4","0"
"0146",9,"1","1","1","1","1","1","4","5","4","1","1","1","1","1","1","2","2","1","205","1","1","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","2","0","1","1","1","1","1","2","2","0","1","1","1","1","4","0"
"0147",11,"0","1","2","1","1","1","3","5","4","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","1","1","1","1","1","2","0","1","0","0","0","0","1","1","2","1","1","2","2","0","1","1","0","0","2","0"
"0148",9,"0","1","2","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","6","1","2","2","1","2","2","2","2","2","1","1","1","2","0","1","0","0","0","0","1","1","2","2","1","2","2","0","1","2","0","1","4","0"
"0149",9,"1","2","2","1","1","1","4","5","4","2","2","1","1","1","1","2","2","2","205","3","2","2","1","2","2","1","1","2","1","2","0","2","0","1","1","1","1","1","2","2","1","2","2","2","2","0","1","2","0","0","2","0"
"0150",10,"1","1","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","4","1","2","2","2","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","1","3","3","1","0","4","0"
"0151",11,"0","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","6","1","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","2","1","2","1","2","2","2","0","7","2","0","1","4","0"
"0152",9,"1","1","4","1","2","1","5","5","4","1","2","1","2","1","1","2","2","1","4","2","2","2","1","2","2","2","1","1","1","1","1","2","0","1","0","0","0","1","0","2","2","1","2","2","2","0","2","2","1","0","2","0"
"0153",8,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","2","1","0","0","4","0"
"0154",10,"3","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","5","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","1","2","1","2","1","2","2","2","0","2","2","1","0","4","0"
"0155",11,"1","1","2","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","1","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","1","0","0","1","1","1","1","1","2","2","0","1","1","1","0","4","0"
"0156",10,"4","1","2","1","2","1","3","3","3","1","2","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","2","2","1","2","1","1","0","1","0","0","0","0","1","1","1","1","2","2","2","1","4","1","0","0","3","2"
"0157",10,"0","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","0","2","2","1","1","2","2","1","3","2","1","0","4","0"
"0158",10,"0","1","3","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","3","1","2","2","2","1","2","1","2","2","1","2","1","2","0","2","0","0","0","1","0","1","1","1","2","2","2","0","1","1","1","1","4","0"
"0159",10,"1","1","2","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","4","4","2","1","1","2","2","1","2","1","1","2","1","2","0","2","0","0","0","0","1","3","2","2","2","2","1","1","4","4","0","1","4","3"
"0160",7,"0","1","1","1","2","1","5","5","4","2","3","1","1","1","1","2","2","2","4","2","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","1","1","2","2","2","0","1","2","1","0","4","0"
"0161",10,"0","1","2","1","2","1","5","5","4","2","3","1","1","1","1","2","2","2","6","1","2","2","1","2","2","2","2","1","1","1","0","2","1","1","0","1","0","1","1","1","2","1","2","2","2","0","4","2","0","0","3","0"
"0162",12,"1","1","3","1","1","1","5","5","4","1","2","1","2","1","1","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","0","0","0","0","0","0","0","1","1","1","2","2","2","0","4","1","0","0","4","0"
"0163",8,"0","1","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","5","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","3","1","1","2","2","2","0","4","3","1","0","4","0"
"0164",9,"0","2","1","1","2","1","5","5","4","2","2","2","1","1","1","1","2","1","3","5","2","2","2","2","2","2","2","2","1","1","0","2","0","1","2","0","0","1","0","1","1","1","2","2","2","0","1","3","0","0","3","0"
"0165",9,"2","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","202","3","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","1","0","0","1","1","2","2","2","2","2","0","1","2","1","0","4","0"
"0166",9,"0","1","3","1","1","2","5","5","4","2","2","3","2","2","1","2","2","1","1","2","2","2","1","2","2","2","1","1","1","2","0","1","0","0","0","0","0","0","0","2","2","2","2","2","2","0","4","1","0","0","4","1"
"0167",8,"3","2","1","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","3","5","2","2","1","1","2","1","2","2","1","2","0","1","0","1","2","2","0","2","1","4","2","1","2","2","2","0","4","3","1","0","3","0"
"0168",8,"2","1","2","2","1","1","5","5","4","2","4","1","1","1","1","2","2","1","4","4","2","2","2","2","2","2","2","1","2","2","1","1","0","0","0","0","0","0","1","3","2","1","2","2","2","0","3","3","0","0","3","2"
"0169",11,"4","1","2","2","2","1","5","5","4","2","3","1","1","1","2","2","2","2","6","1","2","2","2","2","2","2","2","2","2","2","0","1","0","1","0","1","0","1","2","1","1","2","1","2","2","1","1","1","1","0","3","1"
"0170",7,"1","1","3","1","1","1","5","5","3","2","2","1","1","1","1","2","2","1","4","1","1","1","1","2","2","1","1","2","1","2","1","2","0","2","0","0","0","2","1","2","1","1","1","1","2","1","1","2","0","0","4","0"
"0171",7,"1","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","1","2","1","2","0","2","0","0","0","0","0","0","1","1","2","1","1","2","2","0","1","2","0","0","2","0"
"0172",9,"4","2","3","1","1","1","5","5","4","2","4","1","2","1","1","2","2","2","201","5","2","2","1","2","2","2","2","2","1","2","0","1","0","1","0","0","0","1","0","2","2","2","2","2","2","0","4","4","1","0","4","0"
"0173",7,"0","2","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","201","1","2","2","1","2","2","1","2","2","1","2","1","2","1","1","2","0","0","0","1","1","2","1","1","2","2","0","1","2","0","0","3","0"
"0174",9,"1","1","2","1","1","1","4","5","4","2","2","1","1","1","1","2","2","2","1","3","2","2","2","1","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","1","2","2","1","1","1","1","1","4","0"
"0175",10,"0","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","2","2","2","2","2","2","2","1","1","1","2","1","2","1","2","0","0","2","0","1","1","1","1","1","2","2","0","1","1","1","1","4","0"
"0176",8,"0","1","2","1","2","1","5","5","4","1","2","1","1","1","1","2","2","2","2","1","1","2","1","1","2","1","2","1","2","2","1","2","0","2","0","1","0","1","1","2","1","2","2","2","2","0","1","2","1","0","3","0"
"0177",10,"0","1","2","1","1","1","2","5","4","2","2","1","1","1","1","2","2","1","6","2","2","2","1","2","2","2","2","2","1","2","0","2","0","1","0","0","0","1","1","1","2","1","2","2","2","0","1","2","1","0","2","2"
"0178",11,"3","1","3","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","205","1","2","2","1","2","2","1","1","2","1","2","1","2","1","1","1","0","0","1","1","1","2","1","2","2","2","0","1","2","1","0","4","2"
"0179",8,"4","1","3","1","1","1","5","5","4","2","2","2","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","2","1","0","0","0","0","2","1","2","1","2","2","2","0","1","3","1","1","4","0"
"0180",7,"4","1","1","1","2","1","5","5","4","2","3","2","1","1","2","1","1","2","3","1","2","2","1","2","2","2","2","2","2","2","1","2","0","1","0","0","0","1","0","2","2","2","2","2","2","0","2","1","1","0","4","1"
"0181",10,"2","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","1","2","0","1","0","0","1","2","1","1","1","2","2","0","2","2","0","0","4","0"
"0182",8,"0","1","3","1","2","1","5","5","4","1","2","1","1","1","2","2","2","1","4","1","2","2","1","2","2","2","2","1","1","1","0","2","0","1","0","0","0","0","1","1","2","1","2","2","2","0","4","3","1","0","2","0"
"0183",11,"3","1","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","1","3","2","2","1","2","2","2","1","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","2","0","0","4","0"
"0184",7,"1","1","3","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","3","2","2","2","1","2","2","2","2","1","1","2","0","1","0","1","0","0","0","0","1","3","2","1","1","2","2","0","4","2","1","0","4","0"
"0185",9,"0","2","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","3","2","2","2","1","1","2","2","2","2","2","2","1","2","1","2","1","0","0","0","0","2","1","1","1","2","2","0","1","1","1","1","2","0"
"0186",11,"0","1","1","1","1","1","4","5","4","1","1","1","1","1","1","2","2","1","201","1","2","2","2","2","2","2","2","2","1","2","1","1","0","1","0","0","0","0","0","1","1","1","1","2","2","0","1","1","0","0","4","0"
"0187",9,"0","1","3","1","2","1","5","5","4","2","2","1","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","1","2","2","0","1","2","1","1","4","0"
"0188",9,"0","1","1","1","1","1","5","5","4","2","1","2","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","1","0","1","0","0","0","0","0","2","1","1","2","2","2","0","4","2","0","0","4","0"
"0189",8,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","0","2","2","1","2","1","0","1","1","1","1","1","1","2","2","0","1","2","1","0","3","0"
"0190",9,"2","1","1","1","1","1","5","5","4","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","2","2","1","1","1","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","2","1","0","4","1"
"0191",7,"4","2","2","1","2","1","5","5","4","2","2","1","1","1","1","2","2","2","201","1","2","2","1","1","2","1","1","1","1","2","1","2","0","2","0","0","0","1","0","1","2","1","1","2","2","0","1","4","0","0","2","0"
"0192",8,"2","1","1","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","0","0","0","1","0","0","2","1","2","1","2","2","2","0","1","2","0","0","4","0"
"0193",11,"4","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","201","3","2","2","1","2","2","2","2","2","1","2","0","0","0","1","0","1","0","1","0","4","2","1","1","2","2","0","2","2","0","0","3","0"
"0194",9,"0","1","3","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","2","1","2","0","0","0","0","0","0","0","0","2","1","2","1","2","2","2","0","4","2","1","1","4","0"
"0195",9,"3","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","1","1","3","5","2","2","1","2","2","2","1","2","2","2","1","2","0","2","0","1","0","0","2","2","2","1","2","2","2","1","1","1","1","0","4","0"
"0196",10,"0","1","1","1","1","1","5","5","3","2","1","1","1","1","1","2","2","1","6","1","2","2","1","2","2","1","2","2","1","2","0","2","0","2","0","0","0","0","0","1","1","1","2","2","2","1","1","2","1","0","4","2"
"0197",9,"1","1","2","1","1","1","5","5","3","2","1","2","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","1","1","1","1","1","3","0"
"0198",8,"4","1","3","1","1","1","4","5","4","2","2","2","1","1","2","2","2","2","6","3","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","3","1","1","1","2","2","1","1","1","1","1","4","1"
"0199",11,"1","1","2","1","1","1","5","5","3","1","2","1","2","2","1","2","2","1","3","1","1","2","1","1","2","2","1","2","1","2","1","2","0","1","0","1","1","0","1","1","1","1","2","2","2","1","4","3","1","0","2","0"
"0200",11,"1","2","1","2","1","1","5","5","4","2","2","1","1","1","1","1","2","2","6","3","2","2","2","1","2","2","1","2","1","2","1","0","0","0","2","0","1","2","1","1","2","2","2","2","2","0","3","4","1","0","3","4"
"0201",10,"4","2","1","1","1","1","5","5","4","2","3","1","1","1","1","1","2","1","3","1","1","2","1","2","2","2","2","2","1","2","1","1","0","1","0","0","0","1","1","1","1","1","2","2","2","0","1","1","0","0","2","0"
"0202",9,"0","1","2","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","3","2","2","2","2","2","2","2","2","1","2","1","2","1","2","0","0","0","0","0","1","2","1","1","2","2","0","1","1","1","1","4","0"
"0203",11,"0","1","2","1","2","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","2","2","1","1","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","2","1","1","4","1"
"0204",10,"1","1","1","1","1","1","5","5","4","2","3","1","1","1","1","1","2","1","4","1","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","2","1","2","2","2","1","2","2","1","0","3","1"
"0205",7,"4","1","1","1","2","1","5","5","4","2","2","1","2","1","2","1","2","1","201","1","2","2","1","2","2","1","2","2","1","2","1","1","0","2","0","0","0","0","0","1","1","1","2","2","2","1","4","2","1","0","4","0"
